Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,Label
[[0.49556185 0.75896987 0.51369417 0.77100951]],[[0.34360798 0.44812032 0.34795371 0.44603189]],[[0.84290014 0.80563246 0.84198199 0.80699542]],[[0.29019728 0.27709898 0.29019337 0.27971152]],[[0.95902207 0.93728247 0.95753652 0.93628836]],[[0.08421446 0.07678384 0.08421219 0.07823853]],nocorrosion
[[0.88470714 1.64181368 1.15055395 1.87104941]],[[0.46888104 0.75102392 0.58622522 0.8059412 ]],[[0.80261761 0.70164446 0.75703421 0.68761407]],[[0.19688897 0.16504362 0.18269329 0.16105142]],[[0.96248355 0.9303022  0.95117734 0.92057394]],[[0.03876527 0.0272394  0.03337684 0.02593756]],nocorrosion
[[1.0027894  1.7302043  0.79199791 1.7001278 ]],[[0.19215481 0.30967595 0.18007322 0.3082404 ]],[[0.94461118 0.9173037  0.94436334 0.91648658]],[[0.41449129 0.40487707 0.41555041 0.4039855 ]],[[0.98467809 0.97322387 0.98791641 0.97368942]],[[0.17180303 0.16392544 0.17268214 0.16320428]],nocorrosion
[[1.44878281 3.66236074 2.86442162 3.42201414]],[[0.40864631 0.83897696 0.7153889  0.79828695]],[[0.86084528 0.74910991 0.77569005 0.75650691]],[[0.2717811  0.23835212 0.24580178 0.23845305]],[[0.96138005 0.90175536 0.92321275 0.908289  ]],[[0.07386496 0.05681173 0.06041852 0.05685986]],nocorrosion
[[1.67462407 2.18581054 1.05768232 2.44280902]],[[0.34160983 0.3983316  0.24041958 0.43992139]],[[0.91135938 0.90151181 0.93103114 0.8950847 ]],[[0.52925916 0.52093616 0.53079555 0.51940479]],[[0.88966058 0.85589968 0.93010229 0.83895231]],[[0.28011526 0.27137448 0.28174391 0.26978133]],nocorrosion
[[0.58192977 0.93782572 0.89101137 1.51336962]],[[0.33179144 0.46314727 0.4421626  0.6053385 ]],[[0.85674341 0.80937723 0.81902804 0.77263856]],[[0.20569285 0.19209321 0.19644141 0.18282536]],[[0.98414311 0.97444144 0.97571627 0.9587543 ]],[[0.04230955 0.0368998  0.03858923 0.03342511]],nocorrosion
[[0.77834473 1.4054617  0.89489489 1.50627521]],[[0.26909438 0.4310089  0.29275265 0.44665972]],[[0.90098413 0.85002813 0.89391281 0.84729944]],[[0.35504943 0.34219865 0.35325866 0.34200491]],[[0.97580731 0.95629861 0.97218121 0.95316391]],[[0.1260601  0.11709991 0.12479168 0.11696736]],nocorrosion
[[0.9312427  1.37675471 1.09460301 1.45661894]],[[0.54386429 0.70038625 0.60384699 0.71153681]],[[0.76346706 0.71017555 0.74282442 0.70976057]],[[0.18205227 0.16743501 0.17764558 0.16854187]],[[0.96141664 0.94286657 0.9545446  0.939549  ]],[[0.03314303 0.02803448 0.03155795 0.02840636]],nocorrosion
[[0.06434523 0.10285118 0.06935536 0.11457693]],[[0.04524681 0.06262449 0.04419721 0.06438642]],[[0.97909108 0.97208896 0.97996813 0.97161471]],[[0.6230595  0.62088049 0.62319872 0.62086185]],[[0.99654534 0.99448013 0.99627639 0.99385083]],[[0.38820315 0.38549258 0.38837664 0.38546944]],nocorrosion
[[0.93191337 1.63283067 0.98361638 1.6842063 ]],[[0.33911691 0.52839496 0.38793207 0.53421032]],[[0.87413433 0.81485034 0.85147979 0.81521782]],[[0.31092986 0.29170312 0.30437735 0.29266249]],[[0.97386065 0.95428399 0.9724122  0.95285089]],[[0.09667738 0.08509071 0.09264557 0.08565133]],nocorrosion
[[0.22297128 0.40146832 0.25045428 0.36948246]],[[0.12307162 0.19355672 0.13913817 0.17819597]],[[0.94763558 0.92188689 0.94074336 0.92802871]],[[0.55513396 0.54379529 0.55066433 0.54474449]],[[0.96182995 0.93137434 0.95716027 0.93684215]],[[0.30817372 0.29571331 0.3032312  0.29674656]],nocorrosion
[[1.48992034 3.02520504 2.12011632 2.85127427]],[[0.71198521 1.11230875 0.91563795 1.09547627]],[[0.71285064 0.60409602 0.64769238 0.60144602]],[[0.19741123 0.17420132 0.18444081 0.17354768]],[[0.94046031 0.87904027 0.91523375 0.88599652]],[[0.0389712  0.0303461  0.03401841 0.0301188 ]],nocorrosion
[[0.39967434 0.46726834 0.18755407 0.52424654]],[[0.14439773 0.1643085  0.09480641 0.17369305]],[[0.94903403 0.94284407 0.96084331 0.94143158]],[[0.85037689 0.84911223 0.85011555 0.84908445]],[[0.96675765 0.96118084 0.984405   0.95644727]],[[0.72314086 0.72099159 0.72269645 0.72094441]],nocorrosion
[[1.08168801 3.35702254 3.02183816 3.52843507]],[[0.56718918 1.13311141 1.0377023  1.16467474]],[[0.76135052 0.60885171 0.63797766 0.60393436]],[[0.22038238 0.17268757 0.18106433 0.17161198]],[[0.92865702 0.77854855 0.80093357 0.76725134]],[[0.04856839 0.029821   0.03278429 0.02945067]],nocorrosion
[[5.13351276 5.6587473  5.12625932 6.66352055]],[[1.08623823 1.15626472 1.08222671 1.27547392]],[[0.68619225 0.67205903 0.69246684 0.65452608]],[[0.1667974  0.16183641 0.16972487 0.15808174]],[[0.84327431 0.82721021 0.84349297 0.79652836]],[[0.02782137 0.02619102 0.02880653 0.02498984]],nocorrosion
[[0.42767158 0.75660793 0.43018341 0.66053264]],[[0.20286244 0.28035643 0.20295056 0.26473769]],[[0.91711808 0.89466141 0.91775683 0.89715664]],[[0.39575228 0.38324421 0.39701786 0.38392904]],[[0.98572713 0.97477594 0.98564743 0.97797885]],[[0.15661987 0.14687613 0.15762318 0.14740151]],nocorrosion
[[0.17922143 0.38296949 0.27921349 0.36047553]],[[0.15760813 0.28459515 0.21890495 0.27349885]],[[0.92329502 0.86717251 0.89636656 0.87160114]],[[0.29259054 0.26527598 0.28031877 0.26703297]],[[0.98742899 0.97312338 0.98040519 0.97470248]],[[0.08560923 0.07037135 0.07857861 0.07130661]],nocorrosion
[[1.69602716 2.64472273 1.81543468 2.49498198]],[[0.47191259 0.62960044 0.52482378 0.61738122]],[[0.85413722 0.82052381 0.83407135 0.82075813]],[[0.53179032 0.52736436 0.52942682 0.52763982]],[[0.96913861 0.95189385 0.96697025 0.95461851]],[[0.28280094 0.27811317 0.28029275 0.27840378]],nocorrosion
[[0.17423157 0.40940861 0.40249501 0.39154467]],[[0.08436853 0.13976729 0.14393214 0.13924659]],[[0.9656036  0.94894608 0.94769678 0.94828621]],[[0.46081597 0.45123719 0.45212142 0.45156606]],[[0.99201211 0.98119682 0.98154552 0.98207198]],[[0.21235136 0.20361501 0.20441378 0.2039119 ]],nocorrosion
[[1.08373016 2.59041746 2.05082926 2.37021073]],[[0.35253968 0.73940374 0.66861552 0.68893678]],[[0.87452251 0.75342481 0.76708273 0.77005883]],[[0.27034304 0.22867572 0.23259193 0.23431853]],[[0.96051181 0.90539575 0.92504715 0.91342826]],[[0.07308536 0.05229258 0.05409901 0.05490517]],nocorrosion
[[0.23729027 0.2962436  0.29033073 0.44524808]],[[0.13567186 0.19346597 0.17015236 0.20556271]],[[0.94008705 0.9124023  0.92520683 0.91459115]],[[0.27406944 0.26181169 0.26783254 0.26348509]],[[0.99158833 0.98950881 0.98971977 0.98422511]],[[0.07511406 0.06854536 0.07173427 0.06942439]],nocorrosion
[[0.2304209  0.4832585  0.33853334 0.39756808]],[[0.18962297 0.33251704 0.27879107 0.32059556]],[[0.90896656 0.84560515 0.86598663 0.84691206]],[[0.38800117 0.36477789 0.37591353 0.36575192]],[[0.985379   0.96931518 0.9785033  0.9747603 ]],[[0.15054491 0.13306291 0.14131099 0.13377446]],nocorrosion
[[0.19386188 0.37926308 0.27206033 0.3426157 ]],[[0.14914414 0.23558427 0.18879213 0.2289001 ]],[[0.92943744 0.89374374 0.91260687 0.89534214]],[[0.28481091 0.27105983 0.27756896 0.27155108]],[[0.99462788 0.98949367 0.99246525 0.99050741]],[[0.08111725 0.07347343 0.07704453 0.07373999]],nocorrosion
[[0.86514092 1.82413262 1.32777172 1.62241588]],[[0.47395118 0.73545268 0.6220647  0.70771768]],[[0.79679143 0.71528976 0.74557152 0.71853663]],[[0.19483943 0.1684112  0.17510931 0.16634495]],[[0.97040058 0.93764259 0.95461557 0.94453865]],[[0.0379624  0.02836233 0.03066327 0.02767064]],nocorrosion
[[0.16873844 0.91147203 0.53668276 0.36584281]],[[0.1109886  0.22416164 0.15713487 0.16357213]],[[0.94991876 0.92707688 0.94644839 0.93442283]],[[0.77660561 0.77011457 0.77153555 0.77153559]],[[0.99596808 0.97826724 0.98719476 0.99127707]],[[0.60311627 0.59307645 0.5952671  0.59526717]],nocorrosion
[[0.46294558 2.02335457 1.76023307 1.95073331]],[[0.25155641 0.6632566  0.60908898 0.65646226]],[[0.89160517 0.77521029 0.78789781 0.77469928]],[[0.27742583 0.25225134 0.25569339 0.25097311]],[[0.98600771 0.93884063 0.94678169 0.94103368]],[[0.07696509 0.06363074 0.06537911 0.0629875 ]],nocorrosion
[[1.73467594 2.84546331 1.70738392 2.83367474]],[[0.56357388 0.79051693 0.57701002 0.79624051]],[[0.8051652  0.74873295 0.79652698 0.74626936]],[[0.24672183 0.23123364 0.24314399 0.23082374]],[[0.95338902 0.92355363 0.9541168  0.92387499]],[[0.06087166 0.053469   0.059119   0.0532796 ]],nocorrosion
[[0.17326451 0.28155673 0.17498186 0.27494236]],[[0.12916394 0.18938677 0.13398746 0.18848659]],[[0.93925112 0.91301061 0.93654315 0.91306988]],[[0.37902327 0.36348817 0.37586753 0.36354549]],[[0.98880057 0.98180154 0.98868957 0.98222878]],[[0.14365864 0.13212365 0.1412764  0.13216533]],nocorrosion
[[0.53524597 0.87996551 0.54688374 0.88838277]],[[0.37150758 0.5584731  0.42177704 0.56091278]],[[0.82970408 0.751173   0.80127897 0.7504687 ]],[[0.22310812 0.19288425 0.20964461 0.19265406]],[[0.96631833 0.94458008 0.96555501 0.94405604]],[[0.04977723 0.03720433 0.04395086 0.03711559]],nocorrosion
[[2.24317125 4.80822498 3.4219347  4.94654312]],[[0.79388375 1.30217858 1.00592311 1.32458005]],[[0.71486513 0.60125245 0.67392452 0.59817601]],[[0.23115605 0.20104282 0.21840734 0.20122605]],[[0.89378349 0.77259481 0.8380124  0.76605284]],[[0.05343312 0.04041822 0.04770177 0.04049192]],nocorrosion
[[3.21578571 5.00024001 3.67368946 4.43540612]],[[1.17501889 1.4882693  1.22051027 1.39442367]],[[0.58200718 0.52406236 0.58135054 0.53788074]],[[0.1770317  0.16446604 0.1776053  0.16415405]],[[0.87687826 0.80862175 0.85936048 0.83022558]],[[0.03134022 0.02704908 0.03154364 0.02694655]],nocorrosion
[[0.61558369 1.27679824 0.75298112 1.05586055]],[[0.2776716  0.48681627 0.34914611 0.42568624]],[[0.88756077 0.81852958 0.86036595 0.83844859]],[[0.34284755 0.31565327 0.33182437 0.32310144]],[[0.95701407 0.91102186 0.94748637 0.92635699]],[[0.11754445 0.09963699 0.11010741 0.10439454]],nocorrosion
[[2.91093263 6.23753866 5.47428331 7.50082339]],[[0.98217853 1.47053862 1.32324404 1.66136482]],[[0.65906489 0.57961148 0.61058439 0.54386439]],[[0.17497681 0.15720083 0.16556432 0.14847029]],[[0.84524214 0.66856473 0.70948762 0.60144361]],[[0.03061689 0.0247121  0.02741154 0.02204343]],nocorrosion
[[ 6.76081213  7.97808351  9.62513955 13.77755559]],[[1.91594652 2.03743401 2.37314593 2.86390178]],[[0.41377417 0.41062892 0.35448016 0.31281   ]],[[0.10133941 0.09906212 0.09412982 0.08802036]],[[0.77113647 0.72998705 0.6740228  0.5336569 ]],[[0.01026968 0.0098133  0.00886042 0.00774758]],nocorrosion
[[0.30603535 0.43620587 0.23432192 0.49317566]],[[0.09476907 0.13195446 0.09450333 0.13907363]],[[0.96631618 0.95343839 0.96269612 0.95240652]],[[0.4592515  0.45403796 0.45659919 0.45377567]],[[0.98587803 0.97987211 0.98918653 0.97724332]],[[0.21091194 0.20615047 0.20848282 0.20591236]],nocorrosion
[[0.13833834 0.24246268 0.17307107 0.27727628]],[[0.07853053 0.11263315 0.08633233 0.11734257]],[[0.96601787 0.95424836 0.96374896 0.95419983]],[[0.84046393 0.83887904 0.83945939 0.83886824]],[[0.98638519 0.97615799 0.98296691 0.97273468]],[[0.70637962 0.70371804 0.70469206 0.70369992]],nocorrosion
[[0.33414389 0.60740861 0.37089314 0.61939621]],[[0.16338619 0.23547011 0.16336881 0.24016894]],[[0.93167362 0.90934868 0.93286652 0.90777858]],[[0.48300448 0.47825885 0.48150092 0.47796434]],[[0.98605462 0.97464249 0.98452903 0.97414198]],[[0.23329333 0.22873152 0.23184313 0.22844991]],nocorrosion
[[1.89398907 4.5154938  3.00982385 2.44484206]],[[0.65742673 1.11301479 0.87771003 0.81689324]],[[0.76696712 0.6746732  0.71876382 0.71857255]],[[0.2590308  0.22997997 0.24461143 0.24099163]],[[0.8711798  0.69367332 0.79549447 0.83414852]],[[0.06709696 0.05289079 0.05983475 0.05807696]],nocorrosion
[[0.26971183 0.4990043  0.30431263 0.43794497]],[[0.23911447 0.38828374 0.27333934 0.35874602]],[[0.88350092 0.81689543 0.86642766 0.82853394]],[[0.2664198  0.2371788  0.25720118 0.24114474]],[[0.98326531 0.96904384 0.98112163 0.97283108]],[[0.07097951 0.05625378 0.06615245 0.05815079]],nocorrosion
[[0.46990819 0.71919237 0.54782762 1.00746008]],[[0.29140537 0.34836831 0.35073827 0.50559624]],[[0.87044814 0.85595938 0.84293731 0.790005  ]],[[0.25434157 0.25026194 0.24904725 0.23738703]],[[0.99063466 0.98567605 0.98908385 0.97992879]],[[0.06468964 0.06263104 0.06202454 0.0563526 ]],nocorrosion
[[0.81596334 2.44599289 1.89158905 1.70906042]],[[0.44896137 0.84394841 0.72651461 0.68562073]],[[0.80800243 0.69385149 0.72669911 0.73694826]],[[0.20972    0.17508529 0.1837678  0.18570969]],[[0.96075219 0.88237309 0.90898816 0.91779758]],[[0.04398248 0.03065486 0.03377061 0.03448809]],nocorrosion
[[0.41202328 0.78979579 0.56421027 0.87281658]],[[0.24022022 0.38065748 0.30874044 0.39463311]],[[0.89465029 0.8439926  0.86817352 0.84145424]],[[0.22661367 0.20874474 0.21739139 0.20862021]],[[0.99023042 0.98126434 0.98661932 0.9792933 ]],[[0.05135376 0.04357437 0.04725902 0.04352239]],nocorrosion
[[0.57723005 1.34794058 1.00212356 1.15154159]],[[0.19232525 0.36929767 0.30548343 0.33042561]],[[0.92938464 0.87563089 0.89286976 0.88645041]],[[0.26744436 0.25121736 0.25600972 0.25407198]],[[0.98226409 0.9586159  0.96920658 0.96464264]],[[0.07152649 0.06311016 0.06554098 0.06455257]],nocorrosion
[[1.23492993 3.21024172 2.51325349 2.87078685]],[[0.55357143 0.91252278 0.81409182 0.93018645]],[[0.78177221 0.70709869 0.72027672 0.68587767]],[[0.2479952  0.22809901 0.23156366 0.22245133]],[[0.95470446 0.88242974 0.90790465 0.89486173]],[[0.06150162 0.05202916 0.05362173 0.0494846 ]],nocorrosion
[[0.87602821 1.28381911 0.96213304 1.39537881]],[[0.44959911 0.58703473 0.51285767 0.61621142]],[[0.8076375  0.7618405  0.78433679 0.75425457]],[[0.32346458 0.3037802  0.31569562 0.30097865]],[[0.8929029  0.84268921 0.88410662 0.82910806]],[[0.10462933 0.09228241 0.09966372 0.09058814]],nocorrosion
[[0.4784379  0.96585925 0.59265488 0.87879107]],[[0.24418049 0.38651277 0.2961427  0.37914039]],[[0.89855717 0.85290856 0.87826225 0.8529196 ]],[[0.25230956 0.23710257 0.24556704 0.23820848]],[[0.9892437  0.97829822 0.98668658 0.98025784]],[[0.06366011 0.05621763 0.06030317 0.05674328]],nocorrosion
[[0.82712137 2.13326882 1.7325296  2.35903941]],[[0.37133977 0.72407705 0.62892584 0.76906378]],[[0.85157694 0.74655168 0.77279204 0.73684833]],[[0.26092963 0.23875674 0.24376487 0.23709427]],[[0.97918951 0.94635982 0.95643853 0.94067983]],[[0.06808427 0.05700478 0.05942131 0.0562137 ]],nocorrosion
[[1.50107322 3.32742369 2.53173872 3.09396457]],[[0.61566646 1.10578072 0.96447055 1.06520055]],[[0.75921225 0.61101815 0.63935807 0.6183076 ]],[[0.26022934 0.2025261  0.20892676 0.20384212]],[[0.85052476 0.66870812 0.74779824 0.69195122]],[[0.06771931 0.04101682 0.04365039 0.04155161]],nocorrosion
[[0.06303283 0.16155473 0.12424597 0.16829385]],[[0.04237062 0.07638775 0.05608792 0.0774747 ]],[[0.98052807 0.96801619 0.97677982 0.96766084]],[[0.42422634 0.41853211 0.42385929 0.41839199]],[[0.99366393 0.98375885 0.98751077 0.98308137]],[[0.17996799 0.17516912 0.1796567  0.17505185]],nocorrosion
[[0.12276126 0.22566888 0.14936892 0.20816634]],[[0.10099731 0.15777647 0.11743119 0.15200039]],[[0.95153812 0.92728179 0.94431076 0.92917542]],[[0.2432285  0.23363657 0.24046258 0.23407875]],[[0.99660153 0.99375055 0.99586416 0.99423647]],[[0.0591601  0.05458605 0.05782225 0.05479286]],nocorrosion
[[1.24451666 3.32905172 2.19715512 2.19894556]],[[0.43424075 0.77692432 0.64486818 0.67011529]],[[0.83940252 0.76650022 0.78831106 0.77785958]],[[0.29217482 0.27972362 0.28576777 0.28457099]],[[0.98112682 0.94951792 0.96668414 0.96665834]],[[0.08536613 0.0782453  0.08166322 0.08098065]],nocorrosion
[[0.79549615 1.65215264 1.12866498 1.51858524]],[[0.39285858 0.61162081 0.48928079 0.60846667]],[[0.83741088 0.7716187  0.80799017 0.76871749]],[[0.20723051 0.1870742  0.19637718 0.18573901]],[[0.98529068 0.9694303  0.97913423 0.97189236]],[[0.04294449 0.03499676 0.038564   0.03449898]],nocorrosion
[[0.46379957 0.58503301 0.26781488 0.56489519]],[[0.21933    0.25544594 0.16194296 0.25653487]],[[0.90934671 0.89599159 0.92749616 0.89522761]],[[0.23871311 0.23313395 0.24333715 0.23300981]],[[0.98316727 0.97876303 0.99027887 0.97949399]],[[0.05698395 0.05435144 0.05921297 0.05429357]],nocorrosion
[[0.05281062 0.09769147 0.05773001 0.0922705 ]],[[0.03746727 0.056074   0.03984107 0.05394496]],[[0.98273229 0.97569596 0.98175091 0.97640019]],[[0.67060498 0.66883384 0.6704051  0.66879839]],[[0.99844587 0.99712653 0.9983011  0.99728598]],[[0.44971104 0.44733871 0.44944299 0.44729129]],nocorrosion
[[0.37296327 0.63981706 0.43020033 0.56233678]],[[0.15331386 0.22309581 0.18055092 0.21490185]],[[0.94099812 0.9200992  0.92952181 0.91963293]],[[0.55214832 0.54235855 0.54394634 0.54200703]],[[0.96564489 0.94112124 0.96035862 0.94825131]],[[0.30486777 0.2941528  0.29587762 0.29377162]],nocorrosion
[[2.03966959 4.57129407 3.84679287 5.04280849]],[[0.70575239 1.23623798 1.11274862 1.29549279]],[[0.74013757 0.6049798  0.63118694 0.59603485]],[[0.17104271 0.13621936 0.14305517 0.13524572]],[[0.93497595 0.85483443 0.87756225 0.83985892]],[[0.02925561 0.01855571 0.02046478 0.01829141]],nocorrosion
[[3.21252737 5.25771718 3.61081832 6.00911873]],[[1.12709861 1.46622899 1.18826877 1.55509113]],[[0.60540535 0.54143181 0.59646416 0.5328116 ]],[[0.12677039 0.11392233 0.1253952  0.11252462]],[[0.90719689 0.8481479  0.89568377 0.82644607]],[[0.01607073 0.0129783  0.01572396 0.01266179]],nocorrosion
[[0.43021818 0.95558274 0.6991009  0.95592364]],[[0.21271589 0.45554263 0.39408591 0.4536376 ]],[[0.90553764 0.80444422 0.82510196 0.80559287]],[[0.29285278 0.24360581 0.25324442 0.24419376]],[[0.95912404 0.9092165  0.93346554 0.90923782]],[[0.08576275 0.05934379 0.06413274 0.05963059]],nocorrosion
[[1.89593777 2.06463117 0.90484467 2.62297151]],[[0.70997454 0.76203069 0.45837579 0.84799856]],[[0.73386399 0.71238556 0.80837003 0.70368039]],[[0.18765049 0.17994714 0.21848682 0.18308457]],[[0.94315507 0.93816827 0.972864   0.92141242]],[[0.03521271 0.03238097 0.04773649 0.03351996]],nocorrosion
[[0.70786074 1.22921133 0.7500338  1.16313723]],[[0.37556461 0.52349332 0.39745107 0.50321125]],[[0.84269385 0.8000681  0.83408612 0.80561553]],[[0.22370263 0.20999264 0.2195741  0.21159062]],[[0.97251815 0.95228964 0.97088299 0.95485429]],[[0.05004287 0.04409691 0.04821278 0.04477059]],nocorrosion
[[0.61162201 1.07290888 0.82888489 1.27714192]],[[0.42911431 0.6033858  0.52135503 0.68050584]],[[0.80251864 0.74103756 0.76860633 0.71424695]],[[0.1919596  0.17421646 0.18278119 0.16619768]],[[0.97692816 0.95955434 0.96875955 0.95185206]],[[0.03684849 0.03035137 0.03340897 0.02762167]],nocorrosion
[[1.40683689 2.77886894 1.94734631 2.79525646]],[[0.48559498 0.79091858 0.6415268  0.79200305]],[[0.82330998 0.74199924 0.78004966 0.74287184]],[[0.31411079 0.29797633 0.31084041 0.29811667]],[[0.96052924 0.92177925 0.94532189 0.92131711]],[[0.09866559 0.08878989 0.09662176 0.08887355]],nocorrosion
[[2.23684735 3.61167482 2.20879121 3.58041229]],[[0.69131666 0.97230689 0.75268731 0.96274164]],[[0.75922372 0.69185117 0.73356665 0.69469291]],[[0.20218383 0.18217099 0.19266751 0.18337104]],[[0.89756609 0.8344908  0.89872934 0.83591242]],[[0.0408783  0.03318627 0.03712077 0.03362494]],nocorrosion
[[1.43007092 1.65487744 1.26823456 1.52016189]],[[0.52099708 0.6032666  0.52583472 0.58424659]],[[0.81421629 0.78216944 0.79947192 0.78378671]],[[0.2585571  0.2474233  0.25144776 0.24588527]],[[0.95257278 0.94517376 0.95796383 0.94963642]],[[0.06685177 0.06121829 0.06322597 0.06045956]],nocorrosion
[[0.4038159  1.14354852 0.81614305 1.02285709]],[[0.1630313  0.3701104  0.30647075 0.34664136]],[[0.93436839 0.86868119 0.88449719 0.8734569 ]],[[0.31283404 0.29481562 0.29903585 0.29512504]],[[0.98691536 0.96295756 0.9735529  0.96686657]],[[0.09786514 0.08691625 0.08942244 0.08709879]],nocorrosion
[[0.15579525 0.33187586 0.2427251  0.3069737 ]],[[0.10451494 0.16631859 0.13396084 0.1636357 ]],[[0.95208715 0.92933586 0.94162353 0.92880847]],[[0.25351041 0.24567293 0.25082626 0.24524727]],[[0.99665635 0.99288484 0.99479233 0.99341344]],[[0.06426753 0.06035519 0.06291381 0.06014622]],nocorrosion
[[0.0413001  0.30042019 0.30598007 0.32216229]],[[0.04123086 0.18882406 0.19160197 0.20297051]],[[0.9793915  0.91379374 0.91267805 0.90747198]],[[0.27894653 0.24360943 0.24310164 0.24096558]],[[0.99841085 0.98842903 0.98821642 0.98759053]],[[0.07781117 0.05934555 0.05909841 0.05806441]],nocorrosion
[[2.50420051 3.86714197 2.32221557 3.69090581]],[[1.01160615 1.32056956 0.98596806 1.27422746]],[[0.61742778 0.54138587 0.62034093 0.55542939]],[[0.16945473 0.15221558 0.17042646 0.15460902]],[[0.86755313 0.79522381 0.87704918 0.80455558]],[[0.02871491 0.02316958 0.02904518 0.02390395]],nocorrosion
[[1.65580663 2.8487925  2.0047865  2.92348512]],[[0.60818189 0.8371781  0.67178556 0.8490328 ]],[[0.77511134 0.72532452 0.76622775 0.72339775]],[[0.21146914 0.19853225 0.21015771 0.19819267]],[[0.93832765 0.8937999  0.92508631 0.89100549]],[[0.0447192  0.03941506 0.04416627 0.03928033]],nocorrosion
